,Words,Emotions
10056,i was still feeling generally needy and wanting to spend more time with her and dealing with the insecurities and well the focus on what my friend was doing,sadness
10057,i have become too comfortable while at the same time feeling discontent because i have not been pursuing the thing the lord has set on my heart to pursue,sadness
10058,when i was ditched by my girlfriend,sadness
10059,im feeling somewhat sleep deprived and dreading my alarm going off tomorrow morning,sadness
10060,i feel doomed to failure,sadness
10061,i feel the most overwhelmed,surprise
10062,i can feel my artistic side melting away into nothing,joy
10063,i feel our relationship is more divine and informal,joy
10064,i feel like a perverse pokemon master collecting card keys from girls i almost managed to score on ha,sadness
10065,im normally a strict pray gods best girl but i can barely handle the torment i feel wrestling in sweet boys heart,love
10066,i feel that im so excited to tell you everything about korea now,joy
10067,i have a feeling she wasnt innocent in this,joy
10068,i am not not studying coz i am feeling complacent,joy
10069,i feel disgusted c kj rel bookmark class permalink nov middot,anger
10070,i thought i hope our vanquished england failures are watching this and feeling very envious and determined to do everything to improve and maybe one day do something similar before i die,anger
10071,i still feel good about the fact that im smaller than her now but thats not the drive that got me here,joy
10072,i just got a whole pile of presents so im feeling generous,joy
10073,i stand here i feel empty a class post count link href http mooshilu,sadness
10074,i feel so happy today me so,joy
10075,i feel so horny in these thigh high nylons,love
10076,i have weeded out the garden so to speak and it feels fabulous,joy
10077,i feel like i betrayed my ex like i still need to be loyal to him i want to wait until im completely over my ex,love
10078,i feel deprived of an opportunity to see victoria take the rubies out for the first time,sadness
10079,when i had a serious argument with a dear person,anger
10080,i feel so helpless but so well protected,fear
10081,i think people are merely lacking of professionalism and ethics when executing their duties which gives rise to condescending attitudes feeling superior when all they do best is boiling water and being completely imperturbable when making mistakes which may be utterly cataclysmic to others,joy
10082,i feel so unhappy about this,sadness
10083,i was feeling really rotten,sadness
10084,i got the feeling that steve was impressed that bi was used in manufacturing and not only in finance as in the us,surprise
10085,i can help but feel sympathetic,love
10086,ill be glad when shes all better cuz keeping ollie from fighting with her while shes feeling playful is quite a job,joy
10087,i continually fight the feeling of jealousy for those who seem successful enough that they have legions of supporters and established indy writing careers but how much of that is a digital illusion and only in my own head i dont know,joy
10088,i cannot see and help me to feel more confident that my god is exactly who he says he is and that i can trust him,joy
10089,i am such a private person and although i won t be going into anything too personal i m feeling anxious just writing this,fear
10090,i feel ugly today,sadness
10091,i very close with the founder its amazing to feel that a purchase is supporting artisans trying to find their way out of poverty,joy
10092,i hope to make blood clots feel unwelcome in my body in any way possible as one of my new years resolutions,sadness
10093,im feeling thankful for the man snoring in bed beside me the girl laying cross wise on my pillow the baby who woke me at a,joy
10094,im feeling less impressed with the speech this morning than i was last night,surprise
10095,i make sure that they feel comfortable and assured that someone is willing to listen to them and support them in things we deem significant to them,joy
10096,im wrong but i have a feeling the studio was reluctant to give clint money to fund a movie from the perspective of the japanese,fear
10097,i feel confident about my drawings ill post em up,joy
10098,i do not feel i am particularly talented at it,joy
10099,i love they way they feel in my hand im sort of shocked i dont have some psycho fetish,surprise
10100,i homophobic men repressed homosexual feelings paranoia projection a tragic story how dangerous sexual repression is,sadness
10101,i feel let alone give a shit,sadness
10102,i was in control and now i feel that i have lost it,sadness
10103,i could feel the envious eyes and hatred stares of the women wising they was in my place at the moment,anger
10104,i feel a little disheartened with like im making an effort and getting nothing in return,sadness
10105,i m not feeling creative this week since i really love the stories and photos from this week,joy
10106,i could be in a pile of mud you can take this figuratively or literally at this point with the gross feeling of just being dirty,sadness
10107,i feel especially passionate about the friendships and support network that we enjoy as a part of womens ministry at befc today,love
10108,i write this very moment i feel the cold chill of,anger
10109,i didnt feel like any of my problems were resolved,joy
10110,i really wanna see her soon but i feel really needy for asking her if i can see her,sadness
10111,i feel that giraffes are elegant majestic and appealing,joy
10112,i know what that feels like and i hate it so i try to be considerate and listen to them,joy
10113,i feel so blessed that god has given me the wisdom to train them in how to help and be a part of our household,love
10114,i would probably feel much less exhausted if i had a husband who was able to come home after work and contribute to the parenting and household tasks,sadness
10115,i get the feeling that after today and yesterday ive gained back every pound ive lost,sadness
10116,i feel so welcomed in chicago,joy
10117,i feel pretty tortured because i work a job and often the inspiration strikes while im at work,fear
10118,i like reading it and feeling sympathetic for people and my mind creates all the descriptive background and scenes the author describes about it,love
10119,i didnt feel very accepted by most of my family members so my relationship with my church family made up for that,joy
10120,im feeling punished for having loved the previous books,sadness
10121,i can sink into the stillness to feel the gentle hum of that light there is pleasure in contrast,love
10122,i struggled to feel any empathy for any of the characters the main characters anyway while the supporting cast were much more interesting in some ways,joy
10123,i learned from him that being rich and feeling rich are two different things,joy
10124,i always feel a little shy in those situations and then nervous that my shyness is making me seem aloof,fear
10125,i flip on reality tv and i feel fantastic trying to keep a balance between self awareness and simply over analyzing,joy
10126,i spent hours in my aunt and uncles bed room with my cousin my back against the wall under the window feeling completely ecstatic and my cousin was next to me just smirking because she knew he had to be different from my other friends,joy
10127,i look upon one of the main reasons wherefore guys feel that they have to one or the other be rich or have some crazy ableness or be a jerk to breed women is because that is which we see whenever we look forward television or on any other indulgent of media,joy
10128,i have loved not feeling rushed here,anger
10129,i have become more and more concerned not only for my own future daughters but for all the girls who are out there currently trying to feel accepted by the worlds standards,love
10130,i am depressed and feeling worthless getting on my gmc denali bike and conquering miles makes me feel less powerless,sadness
10131,i feel a kind of sadness for the television shows and popular culture push for birth mothers who havent finished school and have no real means of support to keep their babies,joy
10132,i feel a need to suddenly try and change myself to be accepted by,joy
10133,i feel to glad that this blog must be helpful knowledgeable and explorable,joy
10134,i came home feeling depressed,sadness
10135,i think that for as much as i could feel myself trying to hide it my face must have betrayed the fact that i was none too pleased about being woken at such ungodly hour in the afternoon,joy
10136,i feel like i m being mentally and emotionally assaulted with something and i just wanted to write that down somewhere,sadness
10137,i feel weird in the companies of those who approve and disapprove of dot com marriages,surprise
10138,i put it aside feeling a little defeated,sadness
10139,im the solo follower at the moment but i have a feeling theres going to be some terrific stuff on there in no time,joy
10140,ive got a feeling that yesubais story sets up everything that happens in this world and im hopeful that all these horrible things she goes through brings around some kind of goodness,joy
10141,i have ten years behind me now of painting professionally and i finally feel really confident now,joy
10142,i almost could feel it attempting to smother me like a hot blanket pressed down over me,love
10143,im feeling kinda shaky my mind is full of doubt good luck love you,fear
10144,i almost lost my feelings in this gloomy world,sadness
10145,i feel like wanna post everything i narrated as if im a popular artist or whatever,joy
10146,i am surprised no one is feeling repressed misrepresented or offended by it,sadness
10147,i guess i was feeling a little too smug because when we got off in acco i led her out of the train station and outside and we started walking down the sidewalk to the bus that would take us to nahariya,joy
10148,i am feeling a bit groggy today,sadness
10149,i am feeling delicate after hogmanay if that s what you are thinking,love
10150,i feel about my beloved country and what i think the true capability of our government is in other areas,joy
10151,i can understand her feelings and greatly value her passionate approach to life and while i benefit daily from her ability to empathize with my own feelings i seem to lack the capacity to return that gift to her,love
10152,i have noticed a strange feeling of discontent encompass my very being,sadness
10153,i also feel terrified but i ve found that since i ve started saying i m terrified out loud i feel less terrified,fear
10154,i feel a bit stressed because it feels like im supposed to do something all the time and that i should be reading now,anger
10155,i feel so amazed with myself as i could stride nonstop for more than minutes,surprise
10156,i have maintained from the outset that i feel the mccanns are innocent of anything to do with the disappearance of their own daughter,joy
10157,i can be surrounded by a sea of people and still feel all alone,sadness
10158,i asked myself why do you feel frightened of being,fear
10159,i feel it when i get hurt on little things,sadness
10160,i feel disappointed and want to tear up some paper and throw it across the room and write a giant letter of why things are unfair i just think of perspective,sadness
10161,ive been feeling lately that i am much less likeable than i used to be,joy
10162,i sci makes you feel like the earth and life as we know it is doomed,sadness
10163,i hope you are all feeling glamorous today,joy
10164,i just mentioned i m feeling kind of stress free right now,joy
10165,i cope with being made to feel inadequate,sadness
10166,i suggest that it is the beauty of the jewelry itself that will make you feel gorgeous,joy
10167,im feeling really annoyed today,anger
10168,i was still feeling terrible sore throat body aches stuffy nose congested etc,sadness
10169,i dont know where and when i can feel the thrill and im scared that im going to miss it,fear
10170,i am hoping i am still feeling playful in a few days,joy
10171,i am happy to be feeling well enough to be back on the blogging scene,joy
10172,i feel he has been a terrific captain and hes played very well for us taylor said,joy
10173,i kept waiting to feel the water and when i did i was surprised at the velocity i gained,surprise
10174,i know if i do ill get guilted about making her feel unwelcome,sadness
10175,i can give some support to these young people i feel like i m doing something worthwhile,joy
10176,i realized that when i let my mind race and i start to feel restless i get the desire to smoke,fear
10177,i do feel picoult is a talented writer the subject matter put me in a state of depression,joy
10178,i feel lonely a class post count link href http sporkgasm,sadness
10179,i am sure you will feel very unhappy about it too,sadness
10180,i was feeling emotional i sat backstage during the two hour play and ate,sadness
10181,i feel quite convinced that phenomenal states really are distinct from any material goings on inside this body,joy
10182,i feel as a person and a politician i cannot allow dogs to run around on our streets that are more dangerous than others,anger
10183,i would feel that a few words would be not only inadequate but a travesty,sadness
10184,i feel brave about anything its sharing the road with drivers that shouldnt really be out there,joy
10185,i sent my boyfriend bobby when i was feeling particularly melodramatically helpless i miss having a home in the states and i miss my sweatshirt and i miss taco bell,fear
10186,i am not feeling as joyful as some might urge me to,joy
10187,i feel something i will say it rather than hold back in the fear that i might ruin some moment that seems happy to me often a fa ade that is only revealed much later,joy
10188,i feel thrilled about learning,joy
10189,im away from south dakota i feel how vital it is for me to stay connected,joy
10190,im feeling lethargic these days hence the long hiatus,sadness
10191,i feel like im a shitty friend,sadness
10192,i feel listless and lethargic with a hint of anxiety as if there is something i need to be doing but i dont know what,sadness
10193,i feel like this class has also reaffirmed the importance of women supporting other women learning that it s okay to be yourself and of an inclusive feminist community,love
10194,i feel that it is not user friendly,joy
10195,im still feeling a bit shaken,fear
10196,im so going to end up feeling slutty and be like ah,love
10197,im so happy about this as he was really looking feeling awful,sadness
10198,i feel annoyed at the fact that i m three weeks out of chemotherapy and i m getting annoying pinching niggles in my back,anger
10199,i feel dirty rel bookmark i feel dirty i feel gross poaching vicarious threads from agtalk but i can t resist,sadness
10200,i feel thankful for everything in my life every day,joy
10201,i am feeling like a generous and kind krem ill even show ye how tget the album,joy
10202,i get the feeling he has naughty intentions,love
10203,i can then sit seeing a random picture of colored christmas lights and feel my heart hurt from missing him so much,sadness
10204,i do know what it feels like when no one seems to be supporting your vision and just admiring it from the outside when you not only invest your time but your personal money that should be feeding your family and still not seeing anything,love
10205,i did not feel faster or stronger in that way but i did feel more energetic,joy
10206,i feel like i ve welcomed freedom into my life over the past several years,joy
10207,i would like to say that i feel very blessed dan does not live on this continent although this does create some other unique international messes,joy
10208,i am feeling particularly joyful today and though todays blog entry doesnt necessarily align with my particular emotional state it is a subject that has rightfully found a place of conversation in the public eye,joy
10209,i feel sorry for albums like the nd law and living things which have four or five fantastic albums to compete against,sadness
10210,i am feeling discouraged,sadness
10211,i am this thing i have these feelings and i m not afraid to express them and to stand up for what i believe in,fear
10212,i didnt feel gloomy,sadness
10213,i think of these folks when i am feeling miserable for having to acknowledge i must actually do something to make the world a better place,sadness
10214,i try to pick a song title or lyric that semi fits the situation am i posting about but today i wasnt feeling all that clever,joy
10215,i am so sorry you are feeling so sad,sadness
10216,i wear this it is one of those rare occasions while pregnant that i feel cute,joy
10217,i miss him and for me the fact that i have that feeling of longing to be with him again is actually a blessing,love
10218,i really do miss the feeling of loving someone deeply and having that someone to love you back,love
10219,i started to answer no i just was feeling kinda horny sis,love
10220,i have of myself right now is that i feel pretty much like myself,joy
10221,i could better understand and feel the desires of his most sweet heart,love
10222,i am again in the same place waiting and i cant help but feel i am waiting in joyful hope,joy
10223,i have countless other reasons in my life to feel joyful,joy
10224,i am feeling pleasant,joy
10225,i feel rather imbicilic or at least complacent,joy
10226,i feel for these people they are some of the smartest most talented people i have ever met,joy
10227,i got to feel that kind of joy was during college and even then i was still caring for others providing for others and just generally being elizabeth,love
10228,i always put up a strong front care for others looking into peoples welfare before my own but in the end i feel really shitty,sadness
10229,i lose well it will be no great loss but if i win then i will feel rather smug at having picked out the end to this unbelievable run,joy
10230,i do when i feel lethargic,sadness
10231,i wonder if the people in this room know that the motion of their movements provide me with an embrace of energy that feels as safe and sound as someone s arms around me,joy
10232,i get the feeling that the rest of yall are a little appalled about it,anger
10233,i love that refreshing energizing feeling when its been a week of gloomy weather and then a really great blue skies no clouds in sight kind of day,sadness
10234,i feel rich tonight,joy
10235,i feel cool calm and collected,joy
10236,i feel kind of reluctant and depressed when you told me that it s over i respected your decision,fear
10237,i spent much of the morning feeling like an impostor or a visitor in someone elses life and uncertain what if anything i should do next,fear
10238,i feel when i leave at the end of the day is amazing,joy
10239,i feel honoured to own and wear this walking piece of intellectual curiosity,joy
10240,when i heard that my sister had shouted at my friends cousin at their place,anger
10241,i feel fake and forced where as the need to express myself as a woman seems true and natural but undeveloped,sadness
10242,i keep in the fridge and take out whenever i feel too hot spray on my face and it cools me down immediately let alone it smells like oranges,love
10243,i feel uncomfortable depending on my partner to meet my needs,fear
10244,i think that on today of all days it is april fools day after all that i have been made to feel very foolish for sharing the results of my extensive research with other people,sadness
10245,i quite like having short nails at the moment i feel less precious about them and less worried that ones going to ping off,joy
10246,i feel about perfect endings,joy
10247,i dont and i feel so god damn selfish for continuing to hurt myself all the time,anger
10248,i devote this blog to her and pray with her for peace in the world especially when we feel frightened by religious violence,fear
10249,i write on my blog here that i want or i am going to do something i feel more pressured for want of a better word to do it,fear
10250,i sometimes feel i am being stubborn not out of spite but rather in spite of myself,anger
10251,i also wanted to let you know that despite doing this blog post im still feeling a bit weird about blogging,fear
10252,i feel agitated right on through,fear
10253,i also feel a little resentful of the fact that im spending what are supposed to be some of the best years of my life taking care of other people while what little social life i have atrophies because im left without the time or energy to maintain it,anger
10254,i woke up on this morning feeling peaceful,joy
10255,i feel kinda apprehensive,fear
10256,i find myself feeling shocked hearing that word spoken out loud in my own lounge room,surprise
10257,i started feeling doubtful so i just sat in my seat disappointed,fear
10258,i don t want him to feel unwelcome in this house,sadness
10259,i had to do was heal they said and i was feeling pretty hopeful about that,joy
10260,i added muas primer to mine and it makes my skin feel lovely,love
10261,i feel are flawless while they slowly declined in quality after that,joy
10262,i was starting to feel a little bitchy by this point,anger
10263,i can stop relying on the views of others for my self worth and thus not feel so threatened by their behaviors,fear
10264,i feel it is vital that a rlsh gimmick needs to be his or her own,joy
10265,i feel like thats so vital to make your room a reflection of who you are because you will need to feel at home while away from home,joy
10266,i told him that college philosophy was not the same as his class because it lacked the comforting feeling of a humorous instructor,joy
10267,i cleaned i walked to work i feel very eco friendly right now and did manual labor with charts,joy
10268,i feel this was an acceptable substitute,joy
10269,i did feel reluctant to keep on going and drew focalors sigil with a black opium incense stick on a wall by grabbing the wooden part and pulling the incense part back slightly and allowing it to smack to wall leaving a black powder line and meditated,fear
10270,i feel hated helping prevent gay,sadness
10271,i feel like i am nothing but pathetic,sadness
10272,im feeling lame about my progress is to look at my pics that ive taken,sadness
10273,i was blessed but in some ways i feel like im being tortured by divinity,fear
10274,i was like that too before i really heck care about having nice feeds and post whatever photos i feel like they only comment on cool peoples photos,joy
10275,i think i deserve for once this freedom makes me feel amazing,surprise
10276,i feel despised and i dont deserve that,anger
10277,i feel proud about her,joy
10278,i left sizzler feeling contented,joy
10279,i always feel pressured to act normal with my eating around family at christmas so yeah ill need to lose weight to be comfortable eating dessert and stuff then,fear
10280,i had finally had enough of feeling defeated by myself,sadness
10281,i feel like number is the most important going forward because i felt the change in my confidence and mojo as soon as i hit the s,joy
10282,i just sit in the rv dinette in the driveway look out the big back window and feel amazing,joy
10283,i feel was where i fucked up a bit and something i wish i could change,anger
10284,i miss how safe and comfortable he made me feel and how vulnerable i was able to be with him because i knew he loved me,fear
10285,i went to pick up the kids feeling scared and trembly and very self critical for my stupidity,fear
10286,i feel like i did when i was learning to use games factory eager but a little afraid,joy
10287,i was wrong loads of times so much so that i feel kind of embarrassed thinking back now,sadness
10288,i feel proud of myself for finishing with good test scores and for expanding my education,joy
10289,im feeling oddly festive already,joy
10290,i was starting to feel defeated,sadness
10291,im feeling a little apprehensive about tomorrows weigh in,fear
10292,i and will be pleasantly surprised and vote heavily for him but i have a feeling a dignified comeback will have to make do for mr johnson this time around,joy
10293,i feel totally ungrateful and extremely lucky,sadness
10294,i am wearing heels i feel more self assured,joy
10295,i feel like a beaten pi ata spewing unhealthy emotions and defeat,sadness
10296,i feel like my life is not moving smoothly i immediately look around amp see if i can be at service while focusing on giving and supporting others,joy
10297,i got a feeling like something tragic is going to happen and im praying to god im not like kristie and that im completely wrong on this one and that everything is fine,sadness
10298,i just feel really pissed off actually and stressed,anger
10299,i hate that colby wasnt feeling well that day but im very thankful that he is feeling better now,joy
10300,i reshaped the workout slightly because my left upper arm was feeling tender,love
10301,im gonna end up pressuring myself and feeling really disappointed when i get to doing the actual thing and its on tuesday and i really should study but i cant jhbdjhdfbjdfhbfd or maybe when i get off this comp ill go start typing stuff up,sadness
10302,i feel lost atom href http www,sadness
10303,i could find another reason i m new in the area and i feel less intimidated with a simple tool that i can understand,fear
10304,i could point to incidents in my childhood or blame my upbringing but that contradicts the notion of being aware of how i m feeling in the moment and choosing between intelligent options now,joy
10305,i dont want to sound cocky or full of myself but alhamdulillah so far i dont feel troubled by breastfeeding even after i start working,sadness
10306,i feel soo dull these days,sadness
10307,i feel the need to jump through a bunch of hoops to enable myself to watch by beloved often befuddled bengals just in time for them to start losing again,love
10308,i feel myself very fake to him,sadness
10309,i don t want to go home to toronto and feel like a nobody tortured artist loser for two weeks and smoke pot alone in my bedroom and watch degrassi junior high and then weep,fear
10310,im feeling resentful and persecuted about that whole aspect,anger
10311,i actually begin to feel sorry for him that he has settled for someone like me for life,sadness
10312,i was feeling so angry so upset that i just want to run away,anger
10313,i have a hard time putting into words how good it feels to spend an hour serving as a friendly face to people who are oftentimes unable to leave home without the help of others,joy
10314,im being silly but i feel like a terrible mom lately,sadness
10315,i feel like i m being tortured for government secrets i don t know anything,anger
10316,i loved a person and he went away it wasnt necessary that he left me to reach his goals,anger
10317,i was hoping by then i would feel ok,joy
10318,i feel uncomfortable when i need to sit through a bad presentations,fear
10319,i made the mistake of wanting spiritual feelings to endure and remain romantic,love
10320,i feel like they ve just kind of coasted but they ve gotten even more popular,joy
10321,i feel dismayed for them,sadness
10322,i do have a feeling it ll be a productive relationship,joy
10323,i just feel pathetic holding on when theres obviously nothing for me to hold on to,sadness
10324,i feel like i m running out of breath and i just can t be cool enough to do anything else,joy
10325,i always feel this tangle in my stomach i never just feel content and wanted,joy
10326,i didnt cry but something inside was feeling incredibly doomed,sadness
10327,i was sitting in the corner stewing in my own muck feeling hated alone unworthy and violated,sadness
10328,i used to feel homesick but now theres just loneliness sometimes and a sort of urgent need to get away from my parents,sadness
10329,i feel like a paranoid stalker or something,fear
10330,i hate feeling pressured into having to carry on conversations because if i didnt it would just end up with the two of us breathing at each other until our receivers got all steamy,fear
10331,i feel like strangling horny bastards schools people for banging our boats and not even syaing sorry,love
10332,i need to manage my spending money more wisely but im feeling uncertain and stressed as of late,fear
10333,i feel super reassured or that until i move on from this,joy
10334,im feeling strangely sympathetic to little milly tonight so much so im going to use his real name,love
10335,im happy to report that im not feeling too petty these days mostly because there have been countless examples lately showing me how irrational a woman reaching adulthood and some who should all ready be there can actually concieve,anger
10336,i feel a bit foolish now because in the last years they havent come back to my home town and i have had to travel to england to see them,sadness
10337,i am also able to say no comfortably when people ask me if i feel as if my sexuality is being repressed,sadness
10338,i feel while im running im sure i look like im having a stroke or something,joy
10339,i am feeling remarkably grumpy not to mention foolish,anger
10340,im feeling lucky see the jumping google logo it may take time,joy
10341,i inadvertently helped with a joke that hurt a classmates feelings and embarrassed her beyond all reason,sadness
10342,i expect fast food sales to rise a smidgen a negligible blip and for someone to be benched and half of the people to feel jubilant and about the same number to either feel let down or house their disappointments in hopes for the next season,joy
10343,i feel fantastic now but am terrified of injuring my back again we provide our sizes for the following items,joy
10344,i will feel as though i am accepted by as well as comfortable being around both sides of my family,love
10345,i watched him run by i couldnt help but feel envious,anger
10346,i guess ive heard enough over the two months because each time i hear such comments i honestly feel offended,anger
10347,im sure they feel the more caring loving people in the kids lives the better,love
10348,i was feeling melty and miserable enough myself so i can only imagine what he must have been going through,sadness
10349,i am energetically pursuing my goals or i feel agitated and unable to sit still,anger
10350,i set up a consultation with a therapist last week and i went to see him today i spoke to him about my general feelings towards things and in the end he reassured me that i did not have atlephobia but instead i had social anxiety which is apparently really common,joy
10351,im feeling a little stressed out about it but i cant do much right now because im waiting for a couple of tax returns in the mail and a letter from jasons employer which is taking quite some time,anger
10352,ive discontinued this once seemingly integral method of self preservation feeling assured that i am the only theif in philadelphia,joy
10353,i pictured a twin set of copper pipes running through me somewhere and while i was cool when i contemplated the one that flowed outward it made me feel weird to think about the other one,fear
10354,i can t speak for anyone else but these activities have also helped me go from simply being okay with certain coworkers to feeling friendly towards them,joy
10355,i feel freaked like im not safe anywhere i run,joy
10356,i didnt feel threatened or concerned really but i wasnt entirely happy about the situation either perhaps instinctively because im usually quite prepared even pleased to speak to a passer by,fear
10357,i feel this urge to update because i resigned from my hour job making coffee for people a day by myself,sadness
10358,im tired of feeling lethargic and im hungry and im going to eat this bread and the sausage and the entire chocolate bar the minute i get home,sadness
10359,i have to go straight out after work and need to feel instantly glamorous i will usually wear a pair of our nw skinnies with a pair of high high shoes,joy
10360,i feel was smart as it avoided making the pages too cumbersome and additionally avoided the clumsiness of trying to introduce all the characters at once,joy
10361,i wind up feeling like the butt end of some divine comedy and somewhere in the universe the muses are all having a good laugh at my expense,joy
10362,i was feeling like death was knocking on my door in the living room and i would have gladly welcomed an epidural at this point,joy
10363,i loved the idea of recording a large chunk of your life for others to see in the future plus i adore the victorian style of it i feel it looks rather elegant and will also have an air of mystery about it when in like years time my niece nephew may read it and be all woah this is ancient,joy
10364,i cant begin to imagine how it must feel to be an intelligent wonderful person that is limited in some way because of a phyica disability,joy
10365,i don t feel too gloomy or melancholic or something,sadness
10366,i feel stupid using this name,sadness
10367,i left feeling disappointed in her knowledge,sadness
10368,i feel so privileged to be part of this and in my own way keep some of the traditional skills alive of course with a little ballistic owl magic,joy
10369,i am feeling a bit overwhelmed here,surprise
10370,ive not been back to the doctor in a year and it feels so fabulous,joy
10371,i was feeling a lot of self pride that i was supporting us all as peter went back to school all our bills were getting paid on time and i was actually planning a summer vacation trip with my kids to this,love
10372,im feeling hopeful that the last piece in the lighting jigsaw may be finally complete,joy
10373,i feel offended by those books in which they take you for an idiot thats a tv reality attitude,anger
10374,i sit here just a few hours after seeing this fucking thing and swimming in post traumatic combat shock i am reminded that clich s flaws and feeling like a supporting character in your own movie are what often define our real lives and the world we live in,love
10375,i can just feel all of our stress and discontent levels rising,sadness
10376,i trust that in moments of feeling fine even moments of joy that my grief may sometimes come slam me in the face,joy
10377,i feel like prom dresses this gorgeous did not exist five years ago,joy
10378,i can smirk at folks who can t use outlook and feel like i m the superior smarter person surrounded by fools,joy
10379,i let myself feel this way i have a gorgeous partner who loves me with an intensity that takes my breath away a beautiful comfortable home food on the table and drink a plenty even our dog adores me,joy
10380,i set off to drive back to derbyshire on friday afternoon i felt so emotional and suddenly didnt want to leave its a funny feeling being homesick for a place before youre even out of the county borders but it does make going back all the more special,sadness
10381,i feel like as a generation of men as a family guy in my s in the suburbs of the midwest i feel like were a little bit lost says heimbuch who documented a search for his midwestern hunting roots in his soon to be released book and now we shall do manly things,sadness
10382,i would feel like i am doomed to repeat history once more,sadness
10383,i feel naughty and dirty sometimes but this gives me certain pleasure so why not,love
10384,i feel dirty if i dont,sadness
10385,i don t just mean that the sensations we experience influence our moods i m not simply pointing out that say discomfort in our bodies makes us feel irritable,anger
10386,i feel very passionate about my future career choices within the video gaming industry,joy
10387,i think its the feeling stupid part because i couldnt tell you were lying,sadness
10388,im definitely feeling remorseful about,sadness
10389,i feel like i could be inspired there every single day,joy
10390,i hope that those of you who actauly found this and read it feel possibly inspired to go out and buy some of these items or even go through storage and see what clothes of yours your mom saved and that you still have a hope of fitting in and mix up your wardrobe for this summer and have a little fun,joy
10391,i clearly remember the feeling of being depressed during that time,sadness
10392,i struggled with feelings of anger hurt and sadness yet i still felt hopeful,sadness
10393,i was feeling a tad bit nostalgic and decided to watch a classic starring bruce willis in the old flick titled monkeys,love
10394,i remember feeling a bit confused and really questioned her saying that to me,fear
10395,i can feel something so strong for others but to take it,joy
10396,i was feeling the shake shack love this day i guess because i look like a hamburger with dirty clothes and hair because my luggage hadnt come yet,sadness
10397,i feel like damaged goods because every time i start to really like someone i get hurt,sadness
10398,i feel like im doing something slightly productive even if i have zero follicles in there,joy
10399,i feel im forever alone,sadness
10400,i feel that is a lovely change in the modern mothers,love
10401,i was feeling like a beluga whale and quite grouchy,anger
10402,i feel a little delicate,love
10403,i also feel aggravated i have an embarassing reason i dont want to go home yet i dreaded coming here and now im dreading leaving here,anger
10404,i am left feeling numb to everything around me as i slowly recover from the latest episode,sadness
10405,i feel like our life is anything but glamorous,joy
10406,i don t always remember to do this but when i m feeling bitchy and down on the world if i stop and take a moment to breathe and think about everything i m grateful for the joy seeps back,anger
10407,when it became clear that a man had used many people sexually and psychologically,anger
10408,i used to feel sadness about this having fond memories of formation and friendships in tec parishes,love
10409,im feeling wimpy and whiny and generally tired,fear
10410,i went around the rest of the night feeling dumb for showing this blind woman a photo,sadness
10411,i feel more miserable,sadness
10412,i feel i have a lot of strong points concerning the economy unemployment debt and other options,joy
10413,im feeling resolved,joy
10414,i was feeling creative and making things better in my house,joy
10415,i love my family and i have such a wonderful life so writing all of this down and complaining makes me feel ungrateful,sadness
10416,i get to feel virtuous in comparison to him but i don t really have to put out,joy
10417,i feel lame for pretty much only using my phone to take pictures like always now,sadness
10418,i have to relate it to how a subject percieves something unsavory or maybe how the meaning or feel of unsavory depends on the way we percieve our subject positions,sadness
10419,i get the more confident i feel about being well prepared when i graduate,joy
10420,i sat there in our living room feeling the sun come through the window cuddling my gorgeous puppy and cried,joy
10421,i still feel incredibly listless being in albuquerque but at least the weather is improving more or less,sadness
10422,i feel that is how we can be safe to be ourselves and trust,joy
10423,i ask you how can they feel virtuous if any members of their preferred victim groups learn to take responsibility for their own lives,joy
10424,i could feel the strongest connection and still can to my divine self,joy
10425,i feel privileged to have the earthly father that i have but a far greater privilege is gods willingness to be my father,joy
10426,i feel even more hated,sadness
10427,i can tell pms is at work because i feel so weepy,sadness
10428,i was feeling quite impressed with myself for taking just eight months to finish just the lyrics for one fairly simple though sufficiently tortured emo song,surprise
10429,i feel a sense of hope and optimism and i am resolved to allow myself to experience these emotions without regret cynicism guilt or embarrassment,joy
10430,i feel that this was their mistake and they are just being rude,anger
10431,i already feel like im being tortured by not having any,fear
10432,i need to be wise and hide some things from him because if he really knew all about me then he would feel too safe would get bored and will go find his adventure somewhere else,joy
10433,i texted haircute rather than haircut but since i feel like i was cute afterwards haircute is justified,joy
10434,i didn t feel overly drained,sadness
10435,i know that this lady is a real athlete but this morning i am not thinking of her athletic abilities i am feeling that i am so pleased that it is jonti and her that are doing this long event and not me,joy
10436,i feel very satisfied and dont expect to be hungry later,joy
10437,i if your feeling brave,joy
10438,when there was a possibility of getting on better in professional life i valorized very much this aspect people showed me this possibility,joy
10439,i am nowhere near finished but how much better do i feel its ludicrous,surprise
10440,i have these new songs that feel very vital and real to me and are ready to be shared,joy
10441,i feel developers should hear that people are really impressed with their work if they are,surprise
10442,i was having a cig and feeling like ok ill just write my colomn about how conservatish men are tha best bfs and tha best lovers,joy
10443,i am thrilled with the way my skin and hair feel if you are like me you are skeptical,fear
10444,i started off the week feeling groggy and unwell picking up a sick note from the doctor and climbing into fresh sheets with snacks and a bottle of water to hand,sadness
10445,i get to purchase the best fruit the shop gets to reuse their bags and i feel virtuous about walking out of the shop without a scrap of new plastic the bag in the picture is old and well loved,joy
